ID	class	order	family	subfamily	tribe	genus	species
GMGMQ829-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLI137-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSN891-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLG274-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPC189-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA1717-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA291-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM8871-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB358-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD178-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOH482-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOL773-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLA711-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE896-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT532-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORU366-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORR694-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW557-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPB914-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM830-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA784-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB265-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOE792-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU2930-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRH2705-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8664-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLG021-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM7636-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPC130-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EUBUG557-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA324-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM9099-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOQ265-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM2542-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT613-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMS261-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU1002-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB1004-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA585-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK040-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10816-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12451-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL6116-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA2798-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHET345-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
NOEPT196-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD1456-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM410-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT457-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MIDGE177-06	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM079-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSC413-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW740-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHAP948-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOI800-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMT1540-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ574-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL6977-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMH1103-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHET316-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU612-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
NEPTA263-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU1639-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU113-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB400-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOE803-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOD016-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMW513-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCEAB330-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSU089-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL856-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM7637-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBORT597-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC398-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRF3384-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EUBUG984-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT213-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT763-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2316-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMO493-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5396-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCMA10210-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA1948-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF263-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAD239-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU590-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP481-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOQ042-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO513-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON721-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU1332-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLGC320-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EUBUG985-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB479-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU422-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LTOLB032-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL675-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM3680-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB251-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT897-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP6812-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTG568-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSN591-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE714-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8083-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL13125-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
NEPTA1525-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA1370-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE571-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2761-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2122-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM238-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON323-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORB3347-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV337-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORU343-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP2139-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT334-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL13432-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM8579-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
