LR994329 Fungi
GU361954 Fungi|Ascomycota|Sordariomycetes|Calosphaeriales|Calosphaeriaceae|Jattaea|Jattaea_algeriensis
MK894891 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Metschnikowiaceae|Metschnikowia|Metschnikowia_dekortorum
EU143309 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Metschnikowiaceae|Metschnikowia|Metschnikowia_colocasiae
KF647740 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Metschnikowiaceae|Metschnikowia|Metschnikowia_similis
KM373244 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricales_fam_Incertae_sedis_Megacollybia|Megacollybia|Megacollybia_rodmanii
MW854657 Fungi|Ascomycota|Sordariomycetes|Xylariales|Graphostromataceae|Camillea|Camillea_broomeana
LC128405 Fungi|Ascomycota|Sordariomycetes|Xylariales|Graphostromataceae|Biscogniauxia|Biscogniauxia_atropunctata
OP595160 Fungi|Ascomycota|Sordariomycetes|Xylariales|Graphostromataceae|Camillea
JX507806 Fungi|Ascomycota|Sordariomycetes|Xylariales|Graphostromataceae|Camillea|Camillea_tinctor
UDB03211281 Fungi|Ascomycota|Sordariomycetes|Xylariales|Graphostromataceae
OP595156 Fungi|Ascomycota|Sordariomycetes|Xylariales|Hypoxylaceae|Hypoxylon|Hypoxylon_hainesii
FN435814 Fungi|Ascomycota|Sordariomycetes|Xylariales|Graphostromataceae|Biscogniauxia|Biscogniauxia_nummularia
EF026136 Fungi|Ascomycota|Sordariomycetes|Xylariales|Graphostromataceae|Biscogniauxia|Biscogniauxia_philippinensis
GQ153219 Fungi|Ascomycota|Pezizomycetes|Pezizales|Tarzettaceae|Geopyxis
UDB01266615 Fungi|Glomeromycota|Archaeosporomycetes
JN710510 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Steccherinaceae|Antrodiella|Antrodiella_brasiliensis
UDB032757 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Meruliaceae|Ceriporiopsis|Ceriporiopsis_pseudogilvescens
EU697269 Fungi|Basidiomycota|Agaricomycetes|Gomphales|Gomphaceae|Destuntzia|Destuntzia_fusca
UDB01283664 Fungi|Chytridiomycota|Rhizophlyctidomycetes|Rhizophlyctidales|Arizonaphlyctidaceae|Arizonaphlyctis
UDB01287295 Fungi|Ascomycota|Arthoniomycetes|Arthoniales|Arthoniaceae
MK812215 Fungi|Ascomycota|Arthoniomycetes|Arthoniales|Arthoniaceae|Arthonia|Arthonia_phaeobaea
KP208751 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricales_fam_Incertae_sedis_Arthromyces|Arthromyces
UDB0313355 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiaceae|Cudoniella
KF429261 Fungi|Ascomycota|Leotiomycetes|Helotiales|Vibrisseaceae|Chlorovibrissea|Chlorovibrissea_phialophora
OQ150478 Fungi|Ascomycota|Leotiomycetes|Helotiales|Tricladiaceae
FJ005115 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiales_fam_Incertae_sedis_Crocicreas|Crocicreas|Crocicreas_tomentosum
DQ257353 Fungi|Ascomycota|Leotiomycetes|Helotiales|Vibrisseaceae|Chlorovibrissea
UDB0778495 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiales_fam_Incertae_sedis_Crocicreas|Crocicreas|Crocicreas_starbaeckii
U58640 Fungi|Ascomycota|Leotiomycetes|Helotiales|Lachnaceae|Lachnum|Lachnum_euterpes
KF924737 Fungi|Ascomycota|Leotiomycetes|Helotiales|Vibrisseaceae|Chlorovibrissea|Chlorovibrissea_bicolor
OQ534211 Fungi|Ascomycota|Leotiomycetes|Helotiales|Tricladiaceae|Graddonia|Graddonia_coracina
KY744162 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiaceae|Hymenoscyphus|Hymenoscyphus_immutabilis
MH857307 Fungi|Ascomycota|Leotiomycetes|Helotiales|Lachnaceae|Dasyscyphus|Dasyscyphus_serinellus
KU597796 Fungi|Ascomycota|Leotiomycetes|Helotiales|Lachnaceae|Lachnopsis|Lachnopsis_dicksoniae
OR827154 Fungi|Ascomycota|Leotiomycetes|Helotiales|Lachnaceae|Dasyscyphella
UDB035422 Fungi|Ascomycota|Leotiomycetes|Helotiales|Discinellaceae|Varicosporium|Varicosporium_giganteum
UDB0770281 Fungi|Ascomycota|Leotiomycetes|Helotiales|Lachnaceae|Capitotricha|Capitotricha_pterosparti
MH921860 Fungi|Ascomycota|Leotiomycetes|Helotiales|Lachnaceae|Lachnum|Lachnum_berggrenii
OR405944 Fungi|Ascomycota|Sordariomycetes|Magnaporthales|Magnaporthaceae|Bifusisporella
ON332176 Fungi|Ascomycota|Sordariomycetes|Magnaporthales|Magnaporthaceae|Bifusisporella|Bifusisporella_sorghi
KU904823 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_castanea
KT008018 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_citrina
MK239238 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_radiata
OQ200141 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_flavella
MH508316 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_citrinoannulata
MH740929 Fungi|Ascomycota|Sordariomycetes|Ophiostomatales|Ophiostomataceae|Graphilbum
OM920027 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Boletus|Boletus_pinophilus
KT203391 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Boletus|Boletus_reticuloceps
AF540542 Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Pyxine|Pyxine_petricola
AF540541 Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Pyxine|Pyxine_farinosa
AY143412 Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Pyxine|Pyxine_albovirens
KF036022 Fungi|Ascomycota|Arthoniomycetes|Arthoniales|Roccellaceae|Roccellina|Roccellina_suffructicosa
KF036023 Fungi|Ascomycota|Arthoniomycetes|Arthoniales|Roccellaceae|Roccellina|Roccellina_terrestris
EF081380 Fungi|Ascomycota|Arthoniomycetes|Arthoniales|Roccellaceae|Roccellina|Roccellina_limitata
AB594837 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_calospora
KX236476 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Irpicaceae|Ceriporia|Ceriporia_triumphalis
MG231486 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Irpicaceae|Ceriporia|Ceriporia_viridans
MZ422527 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporales_fam_Incertae_sedis_Candelabrochaete|Candelabrochaete|Candelabrochaete_guangdongensis
KX710167 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Paramyrothecium|Paramyrothecium_roridum
AF163025 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Nectria|Nectria_cinnabarina
KY389330 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Septomyrothecium|Septomyrothecium_maraitiense
JX984613 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Myrothecium
KJ570690 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Thyronectria|Thyronectria_asturiensis
OR810384 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Myxospora|Myxospora_graminicola
UDB03673248 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Paramyrothecium
UDB035512 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreales_fam_Incertae_sedis_Stilbella|Stilbella|Stilbella_ecuadorensis
EF121862 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Sarcopodium|Sarcopodium_flavolanatum
MN017112 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Actinostilbe
OP762640 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Xenomyrothecium|Xenomyrothecium_tongaense
KU940135 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Myrothecium|Myrothecium_thailandicum
OP725635 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Nectria|Nectria_pseudotrichia
MK432791 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Nectria|Nectria_hoheriae
MH862054 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Nectria|Nectria_viridigloea
UDB01870991 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Myxospora
HM484556 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Nectria|Nectria_antarctica
OR680761 Fungi|Ascomycota|Dothideomycetes|Microthyriales|Microthyriaceae|Nothomicrothyrium|Nothomicrothyrium_beaucarneae
AM882905 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_phaeodisca
GU300079 Fungi|Ascomycota|Sordariomycetes|Xylariales|Xylariaceae|Kretzschmaria|Kretzschmaria_guyanensis
KJ154955 Fungi|Ascomycota|Sordariomycetes|Xylariales|Xylariaceae|Kretzschmaria|Kretzschmaria_micropus
MG953979 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_sindonia
HQ604214 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_nitidiuscula
UDB06640378 Fungi|Ascomycota|Pezizomycetes|Pezizales|Pyronemataceae|Trichophaeopsis
KF297158 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiales_fam_Incertae_sedis_Unguicularia|Unguicularia
JN033396 Fungi|Ascomycota|Leotiomycetes|Helotiales|Pezizellaceae|Psilachnum|Psilachnum_staphyleae
UDB04334616 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiales_fam_Incertae_sedis_Pezizellaster|Pezizellaster
JN033415 Fungi|Ascomycota|Leotiomycetes|Helotiales|Pezizellaceae|Psilachnum
KF777185 Fungi|Ascomycota|Sordariomycetes|Coronophorales|Scortechiniaceae|Pseudocatenomycopsis|Pseudocatenomycopsis_rothmanniae
MZ713183 Fungi|Ascomycota|Sordariomycetes|Coronophorales|Scortechiniaceae|Yuxiensis|Yuxiensis_granularis
JF440983 Fungi|Ascomycota|Sordariomycetes|Xylariales|Xylariales_fam_Incertae_sedis_Basiseptospora|Basiseptospora|Basiseptospora_fallax
MW175342 Fungi|Ascomycota|Sordariomycetes|Xylariales|Xylariaceae|Linteromyces|Linteromyces_quintiniae
MW175359 Fungi|Ascomycota|Sordariomycetes|Xylariales|Xylariales_fam_Incertae_sedis_Polyscytalum|Polyscytalum|Polyscytalum_pini-canariensis
LC742649 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Menegazzia|Menegazzia_caviisidia
ON116028 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Flavopunctelia|Flavopunctelia_soredica
MH301306 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Parmelia|Parmelia_gerlachei
KF017381 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Flavoparmelia|Flavoparmelia_amplexa
KR024416 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Punctelia
MT102781 Fungi|Ascomycota|Leotiomycetes|Helotiales|Sclerotiniaceae|Sclerotium|Sclerotium_delphinii
AB453040 Fungi|Ascomycota|Dothideomycetes|Gloniales|Gloniaceae|Cenococcum|Cenococcum_geophilum
KP866120 Fungi|Ascomycota|Dothideomycetes|Gloniales|Gloniaceae|Pseudocenococcum
KF530741 Fungi|Basidiomycota|Malasseziomycetes|Malasseziales|Malasseziaceae|Malassezia|Malassezia_restricta
JQ393031 Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Bankeraceae|Boletopsis
JQ417193 Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Bankeraceae|Boletopsis|Boletopsis_nothofagi
KY984072 Fungi|Ascomycota|Eurotiomycetes|Phaeomoniellales|Celotheliaceae|Phaeomoniella|Phaeomoniella_chlamydospora
UDB07018369 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Shiraiaceae
MK503817 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Phaeosphaeriaceae|Kwanghwana|Kwanghwana_miscanthi
OP454331 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Phaeosphaeriaceae|Neostagonosporella
UDB039973 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Shiraiaceae|Shiraia
UDB01478086 Fungi|Ascomycota|Sordariomycetes|Diaporthomycetidae_ord_Incertae_sedis_Barbatosphaeriaceae|Barbatosphaeriaceae
KY102102 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_gigantensis
OL452052 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_dubliniensis
FJ375244 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Pluteaceae|Pluteus|Pluteus_albostipitatus
KR350489 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Pluteaceae|Pluteus|Pluteus_purpureofuscus
ON603775 Fungi|Ascomycota|Sordariomycetes|Amplistromatales|Amplistromataceae|Neoacrodontium|Neoacrodontium_gallicum
MF190166 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Melanconiellaceae|Melanconiella|Melanconiella_chrysodiscosporina
JQ926263 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Melanconiellaceae|Melanconiella|Melanconiella_echinata
MK590046 Fungi|Olpidiomycota|Olpidiomycetes|Olpidiales|Olpidiaceae|Olpidium|Olpidium_bornovanus
AB205368 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Anzia|Anzia_stenophylla
AY251436 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Pannoparmelia
KJ486577 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Anzia|Anzia_opuntiella
KJ486580 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Anzia|Anzia_pseudocolpota
OR912104 Fungi|Ascomycota|Lichinomycetes|Lichinales|Lichinaceae|Peccania|Peccania_terricola
OR973805 Fungi|Ascomycota|Lichinomycetes|Lichinales|Lichinaceae|Peccania
GU137906 Fungi|Ascomycota|Arthoniomycetes|Arthoniales|Roccellaceae|Roccella|Roccella_montagnei
AY548806 Fungi|Ascomycota|Arthoniomycetes|Arthoniales|Roccellaceae|Roccella|Roccella_boergesenii
MH992518 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiales_fam_Incertae_sedis_Blastosporium|Blastosporium|Blastosporium_persicolor
UDB01588468 Fungi|Ascomycota|Leotiomycetes|Helotiales|Calloriaceae
MN483152 Fungi|Ascomycota|Lecanoromycetes|Peltigerales|Pannariaceae|Steineropsis|Steineropsis_alaskana
KC618736 Fungi|Ascomycota|Lecanoromycetes|Peltigerales|Pannariaceae|Santessoniella|Santessoniella_grisea
OQ430685 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Phylloporus|Phylloporus_rubiginosus
KC774600 Fungi|Ascomycota|Sordariomycetes|Xylariales|Lopadostomataceae|Lopadostoma|Lopadostoma_polynesium
KC774568 Fungi|Ascomycota|Sordariomycetes|Xylariales|Lopadostomataceae|Lopadostoma|Lopadostoma_americanum
KR999997 Fungi|Ascomycota|Sordariomycetes|Xylariales|Lopadostomataceae|Lopadostoma|Lopadostoma_fagi
KC774598 Fungi|Ascomycota|Sordariomycetes|Xylariales|Lopadostomataceae|Lopadostoma|Lopadostoma_meridionale
UDB07641590 Fungi|Ascomycota|Pezizomycetes|Pezizales|Sarcosomataceae|Strumella
OK392601 Fungi|Glomeromycota|Glomeromycetes|Diversisporales|Acaulosporaceae|Acaulospora|Acaulospora_mendoncae
HG422732 Fungi|Glomeromycota|Glomeromycetes|Diversisporales|Acaulosporaceae|Acaulospora|Acaulospora_spinosissima
KJ706712 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Diutina|Diutina|Diutina_catenulata
KF418245 Fungi|Ascomycota|Pezizomycetes|Pezizales|Chorioactidaceae|Trichaleurina|Trichaleurina_tenuispora
KC928376 Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Tulasnellaceae|Tulasnella|Tulasnella_amonilioides
MZ159749 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Paranectria|Paranectria_affinis
UDB07564946 Fungi|Ascomycota|Ascomycota_cls_Incertae_sedis_Stachybotryna|Ascomycota_ord_Incertae_sedis_Stachybotryna|Ascomycota_fam_Incertae_sedis_Stachybotryna|Stachybotryna
MT904879 Fungi|Ascomycota|Sordariomycetes|Sordariales|Schizotheciaceae|Morinagamyces|Morinagamyces_vermicularis
MK098882 Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariales_fam_Incertae_sedis_Gelacantha|Gelacantha|Gelacantha_pura
AY513224 Fungi|Basidiomycota|Agaricomycetes|Russulales|Auriscalpiaceae|Lentinellus|Lentinellus_subargillaceus
KJ729858 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Auritella|Auritella_serpentinocystis
OK159899 Fungi|Basidiomycota|Agaricomycetes|Hysterangiales|Gallaceaceae|Austrogautieria|Austrogautieria_chlorospora
UDB01477079 Fungi|Ascomycota|Pezizomycotina_cls_Incertae_sedis_Badarisama|Pezizomycotina_ord_Incertae_sedis_Badarisama|Pezizomycotina_fam_Incertae_sedis_Badarisama|Badarisama
UDB05263434 Fungi|Ascomycota|Lecanoromycetes|Baeomycetales|Protothelenellaceae|Protothelenella
KX190866 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_esclavensis
EF583818 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_andropogonis_var._onobrychidis
KX190907 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_setariae
KR264699 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_emaculata
OM442989 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_cesatii
KX190840 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_atra
KU872007 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_jasmini
KF983479 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Balsamia|Balsamia_magnata
UDB01479205 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Barssia
FJ825370 Fungi|Ascomycota|Dothideomycetes|Dothideomycetes_ord_Incertae_sedis_Pseudorobillardaceae|Pseudorobillardaceae|Pseudorobillarda|Pseudorobillarda_siamensis
KF827449 Fungi|Ascomycota|Dothideomycetes|Dothideomycetes_ord_Incertae_sedis_Pseudorobillardaceae|Pseudorobillardaceae|Pseudorobillarda|Pseudorobillarda_eucalypti
FJ825371 Fungi|Ascomycota|Dothideomycetes|Dothideomycetes_ord_Incertae_sedis_Pseudorobillardaceae|Pseudorobillardaceae|Pseudorobillarda|Pseudorobillarda_sojae
MZ484588 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Tropicoporus|Tropicoporus_hainanicus
EU557359 Fungi|Ascomycota|Sordariomycetes|Microascales|Halosphaeriaceae|Sigmoidea|Sigmoidea_marina
MK018566 Fungi|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Gibellulopsis
UDB02754893 Fungi|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Lectera
L19499 Fungi|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Verticillium|Verticillium_albo-atrum
MH275081 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreales_fam_Incertae_sedis_Pseudoacremonium|Pseudoacremonium
MN521639 Fungi|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Plectosphaerella|Plectosphaerella_cucumerina
MK018738 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Gliomastix
OQ628483 Fungi|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Houtenomyces|Houtenomyces_caricicola
UDB07073984 Fungi|Ascomycota|Sordariomycetes|Glomerellales|Plectosphaerellaceae|Sodiomyces
KX171343 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Nothocybe|Nothocybe_distincta
MW647628 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Pseudosperma|Pseudosperma_huginii
FJ904133 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_arenicola
ON003426 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Pseudosperma|Pseudosperma_fascinosum
MK421964 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_cercocarpi
MH047249 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Pseudosperma|Pseudosperma_neoumbrinellum
MH857546 Fungi|Ascomycota|Sordariomycetes|Ophiostomatales|Ophiostomataceae|Sporothrix|Sporothrix_stenoceras
MH459161 Fungi|Ascomycota|Sordariomycetes|Ophiostomatales|Ophiostomataceae|Sporothrix|Sporothrix_ganodermatis
MH861704 Fungi|Ascomycota|Pezizomycotina_cls_Incertae_sedis_Beauveriphora|Pezizomycotina_ord_Incertae_sedis_Beauveriphora|Pezizomycotina_fam_Incertae_sedis_Beauveriphora|Beauveriphora|Beauveriphora_sporotricis
UDB07345123 Fungi|Basidiomycota|Ustilaginomycetes|Violaceomycetales
MH857513 Fungi|Ascomycota|Leotiomycetes|Leotiales|Tympanidaceae|Tympanis|Tympanis_prunicola
MH857508 Fungi|Ascomycota|Leotiomycetes|Leotiales|Tympanidaceae|Tympanis|Tympanis_amelanchieris
MH857512 Fungi|Ascomycota|Leotiomycetes|Leotiales|Tympanidaceae|Tympanis|Tympanis_piceina
HQ605935 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecidella|Lecidella_stigmatea
MK722224 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Parmotrema|Parmotrema_rubromarginatum
UDB07674403 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_helicopis
MK573924 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_lendemeri
JQ993725 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_crenulata
AF159926 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Arctopeltis|Arctopeltis_thuleana
AF159938 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_phaedrophthalma
OQ717475 Fungi|Ascomycota|Lecanoromycetes|Lecideales|Lecideaceae|Lecidea|Lecidea_turgidula
MH887536 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Cladoniaceae|Stereocaulon|Stereocaulon_pileatum
MN906279 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_chloroleprosa
OR520434 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Myriolecis
MN989276 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_agardhiana
MK672838 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Protoparmeliopsis|Protoparmeliopsis_bolcana
DQ534465 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Haematommataceae|Haematomma|Haematomma_erythromma
OQ717472 Fungi|Ascomycota|Lecanoromycetes|Lecideales|Lecideaceae|Lecidea|Lecidea_huxariensis
OQ717906 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_thysanophora
MH887502 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_rugosella
GU480100 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Palicella|Palicella_filamentosa
MZ922158 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Myriolecis|Myriolecis_semipallida
PP104679 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_polytropa
OR728785 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_parmelinoides
MT938979 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_anopta
AF159928 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_opiniconensis
PP104614 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_crassiuscula
MG973240 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_helmutii
ON159758 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_argopholis
PP104645 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_intricata
OM065410 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Protoparmeliopsis|Protoparmeliopsis_muralis
MN483119 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Polyozosia|Polyozosia_schofieldii
AF070025 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_perpruinosa
OR728795 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Rhizoplaca|Rhizoplaca_aspidophora
MG925981 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_poliophaea
KF129439 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Parmotrema|Parmotrema_pseudotinctorum
KY490015 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_remota
