"ID" "Class" "Order" "Family" "Subfamily" "Genus" "Prob_Class" "Prob_Order" "Prob_Family" "Prob_Subfamily" "Prob_Genus"
"1695" "BIOAC018-11" "Arachnida" "Araneae" "Linyphiidae" "dummy_Linyphiidae" "Ostearius" 0.35 0.2 0.14 0.14 0.11
"1696" "BIOAC265-11" "Insecta" "Diptera" "Heleomyzidae" "Heleomyzinae" "Eccoptomera" 0.92 0.28 0.02 0.02 0.02
"1697" "BISCE003-17" "Arachnida" "Araneae" "Pholcidae" "dummy_Pholcidae" "Psilochorus" 0.45 0.34 0.17 0.17 0.17
"1698" "BISCE063-17" "Insecta" "Coleoptera" "Dytiscidae" "Dytiscinae" "Graphoderus" 0.86 0.13 0.03 0.03 0.03
"1699" "BISCE064-17" "Insecta" "Coleoptera" "Dytiscidae" "Dytiscinae" "Graphoderus" 0.86 0.13 0.03 0.03 0.03
"1700" "BISCE065-17" "Insecta" "Coleoptera" "Dytiscidae" "Dytiscinae" "Graphoderus" 0.86 0.13 0.03 0.03 0.03
"1701" "BISCE066-17" "Insecta" "Coleoptera" "Dytiscidae" "Dytiscinae" "Graphoderus" 0.86 0.13 0.03 0.03 0.03
"1702" "BISCE067-17" "Insecta" "Coleoptera" "Dytiscidae" "Dytiscinae" "Graphoderus" 0.86 0.13 0.03 0.03 0.03
"1703" "BISCE068-17" "Insecta" "Coleoptera" "Dytiscidae" "Dytiscinae" "Graphoderus" 0.86 0.13 0.03 0.03 0.03
"1704" "BISCE121-17" "Insecta" "Coleoptera" "Staphylinidae" "Scydmaeninae" "Microscydmus" 0.91 0.31 0.1 0.09 0.09
"1705" "BISCE122-17" "Insecta" "Coleoptera" "Staphylinidae" "Scydmaeninae" "Microscydmus" 0.91 0.31 0.1 0.09 0.09
"1706" "BISCE123-17" "Insecta" "Coleoptera" "Staphylinidae" "Scydmaeninae" "Microscydmus" 0.91 0.31 0.1 0.09 0.09
"1707" "BISCE124-17" "Insecta" "Coleoptera" "Staphylinidae" "Scydmaeninae" "Microscydmus" 0.91 0.31 0.1 0.09 0.09
"1708" "BISCE125-17" "Insecta" "Coleoptera" "Staphylinidae" "Scydmaeninae" "Microscydmus" 0.91 0.31 0.1 0.09 0.09
"1709" "BMAH001-16" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"1710" "BMAH002-16" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"1711" "BMAH003-16" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"1712" "BMAH004-16" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"1713" "BMAH005-16" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"1714" "BNSB001-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.94 0.48 0.18 0.18 0.18
"1715" "BNSB002-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.94 0.48 0.18 0.18 0.18
"1716" "BNSB007-21" "Insecta" "Diptera" "Ephydridae" "Ephydrinae" "Setacera" 0.9 0.53 0.2 0.15 0.15
"1717" "BNSB008-21" "Insecta" "Diptera" "Ephydridae" "Ephydrinae" "Setacera" 0.91 0.57 0.19 0.18 0.18
"1718" "BNSB009-21" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Prosmittia" 0.91 0.54 0.13 0.13 0.11
"1719" "BNSB010-21" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Mesosmittia" 0.97 0.78 0.14 0.14 0.13
"1720" "BNSB011-21" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Mesosmittia" 0.97 0.78 0.14 0.14 0.13
"1721" "BNSB012-21" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Mesosmittia" 0.97 0.78 0.14 0.14 0.13
"1722" "BNSB013-21" "Insecta" "Hemiptera" "Cicadellidae" "Typhlocybinae" "Dikraneura" 0.8 0.18 0.13 0.08 0.08
"1723" "BNSB021-21" "Insecta" "Coleoptera" "Ptiliidae" "Ptiliinae" "Smicrus" 0.95 0.35 0.07 0.07 0.07
"1724" "BNSB022-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1725" "BNSB023-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1726" "BNSB024-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.32 0.15 0.14 0.14 0.14
"1727" "BNSB025-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1728" "BNSB035-21" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Mniusa" 0.94 0.3 0.19 0.12 0.06
"1729" "BNSB036-21" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Mniusa" 0.94 0.3 0.19 0.12 0.06
"1730" "BNSB037-21" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Mniusa" 0.97 0.31 0.2 0.13 0.11
"1731" "BNSB038-21" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Mniusa" 0.94 0.3 0.19 0.12 0.06
"1732" "BNSB039-21" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Mniusa" 0.97 0.31 0.2 0.13 0.11
"1733" "BNSB040-21" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Mniusa" 0.94 0.3 0.19 0.12 0.06
"1734" "BNSB042-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.94 0.48 0.18 0.18 0.18
"1735" "BNSB043-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.94 0.48 0.18 0.18 0.18
"1736" "BNSB044-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.94 0.48 0.18 0.18 0.18
"1737" "BNSB045-21" "Insecta" "Coleoptera" "Eucinetidae" "dummy_Eucinetidae" "Eucilodes" 0.87 0.35 0.06 0.06 0.06
"1738" "BNSB046-21" "Insecta" "Diptera" "Mycetophilidae" "Sciophilinae" "Phthinia" 0.87 0.24 0.11 0.08 0.08
"1739" "BNSB047-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.94 0.48 0.18 0.18 0.18
"1740" "BNSB048-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.96 0.41 0.17 0.16 0.16
"1741" "BNSB049-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.94 0.48 0.18 0.18 0.18
"1742" "BNSB050-21" "Insecta" "Coleoptera" "Eucinetidae" "dummy_Eucinetidae" "Eucilodes" 0.9 0.44 0.1 0.1 0.1
"1743" "BNSB051-21" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Coelosynapha" 0.95 0.2 0.08 0.07 0.07
"1744" "BNSB052-21" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Coelosynapha" 0.95 0.2 0.08 0.07 0.07
"1745" "BNSB053-21" "Insecta" "Hymenoptera" "Tiphiidae" "Tiphiinae" "Tiphia" 0.97 0.43 0.11 0.11 0.11
"1746" "BNSB056-21" "Insecta" "Hemiptera" "Miridae" "Orthotylinae" "Labops" 0.94 0.48 0.18 0.18 0.18
"1747" "BNSB058-21" "Insecta" "Coleoptera" "Cerambycidae" "Lepturinae" "Strangalia" 0.77 0.22 0.08 0.07 0.07
"1748" "BNSB062-21" "Insecta" "Coleoptera" "Melyridae" "Malachiinae" "Ebaeus" 0.74 0.16 0.03 0.03 0.03
"1749" "BNSB065-21" "Insecta" "Hymenoptera" "Ichneumonidae" "Cryptinae" "Echthrus" 0.95 0.29 0.23 0.05 0.05
"1750" "BNSB071-21" "Insecta" "Diptera" "Hybotidae" "Oedaleinae" "Anthalia" 0.66 0.34 0.06 0.05 0.05
"1751" "BNSB072-21" "Insecta" "Hemiptera" "Cicadellidae" "Typhlocybinae" "Dikraneura" 0.8 0.18 0.13 0.08 0.08
"1752" "BNSB088-21" "Insecta" "Hemiptera" "Cicadellidae" "Typhlocybinae" "Dikraneura" 0.8 0.18 0.13 0.08 0.08
"1753" "BNSB093-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1754" "BNSB094-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1755" "BNSB095-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1756" "BNSB101-21" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Mesocricotopus" 0.98 0.85 0.46 0.44 0.11
"1757" "BNSB102-21" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Cricotopus" 0.99 0.89 0.54 0.53 0.33
"1758" "BNSB103-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1759" "BNSB104-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1760" "BNSB105-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1761" "BNSB106-21" "Arachnida" "Sarcoptiformes" "Autognetidae" "dummy_Autognetidae" "Conchogneta" 0.31 0.11 0.09 0.09 0.09
"1762" "BNSC150-10" "Insecta" "Diptera" "Mycetophilidae" "Sciophilinae" "Phthinia" 0.97 0.67 0.1 0.08 0.08
"1763" "BNSC404-12" "Insecta" "Diptera" "Asilidae" "Asilinae" "Pamponerus" 0.95 0.38 0.11 0.11 0.11
"1764" "BNSC406-12" "Insecta" "Diptera" "Asilidae" "Asilinae" "Pamponerus" 0.96 0.32 0.15 0.15 0.15
"1765" "BNSC441-12" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Zygoneura" 0.98 0.72 0.15 0.15 0.14
"1766" "BNSCP078-11" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Parachaetocladius" 0.69 0.38 0.09 0.07 0.07
"1767" "BNSDE069-11" "Insecta" "Coleoptera" "Chrysomelidae" "Chrysomelinae" "Plagiosterna" 0.9 0.31 0.1 0.1 0.1
"1768" "BNSDE186-12" "Arachnida" "Araneae" "Linyphiidae" "dummy_Linyphiidae" "Labulla" 0.51 0.5 0.31 0.31 0.12
"1769" "BRAAL377-19" "Insecta" "Hymenoptera" "Braconidae" "Alysiinae" "Chorebus" 0.99 0.99 0.96 0.87 0.87
"1770" "BRAAL378-19" "Insecta" "Hymenoptera" "Braconidae" "Alysiinae" "Chorebus" 0.95 0.94 0.89 0.66 0.66
"1771" "BSOIL106-16" "Arachnida" "Araneae" "Pholcidae" "dummy_Pholcidae" "Psilochorus" 0.47 0.43 0.22 0.22 0.22
"1772" "BSOIL253-18" "Insecta" "Coleoptera" "Dermestidae" "Megatominae" "Globicornis" 0.92 0.13 0.03 0.03 0.02
"1773" "BSOIL272-18" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Ectrepesthoneura" 0.7 0.42 0.16 0.12 0.12
"1774" "BSOIL273-18" "Insecta" "Psocodea" "Elipsocidae" "Elipsocinae" "Elipsocus" 0.91 0.06 0.06 0.06 0.06
"1775" "BSOIL315-18" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.56 0.11 0.07 0.07 0.07
"1776" "BSOIL326-18" "Insecta" "Hemiptera" "Rhopalidae" "Rhopalinae" "Chorosoma" 0.83 0.37 0.14 0.14 0.14
"1777" "BSOIL394-18" "Insecta" "Hemiptera" "Rhopalidae" "Rhopalinae" "Chorosoma" 0.73 0.4 0.08 0.08 0.08
"1778" "BSOIL395-18" "Insecta" "Hemiptera" "Rhopalidae" "Rhopalinae" "Chorosoma" 0.73 0.4 0.08 0.08 0.08
"1779" "BSOIL481-18" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Ectrepesthoneura" 0.68 0.38 0.11 0.07 0.07
"1780" "BSOIL482-18" "Insecta" "Diptera" "Lonchaeidae" "Lonchaeinae" "Chaetolonchaea" 0.92 0.32 0.06 0.06 0.04
"1781" "BSOIL483-18" "Arachnida" "Araneae" "Pholcidae" "dummy_Pholcidae" "Psilochorus" 0.42 0.35 0.14 0.14 0.14
"1782" "BSOIL484-18" "Insecta" "Coleoptera" "Staphylinidae" "Scydmaeninae" "Microscydmus" 0.69 0.29 0.15 0.09 0.09
"1783" "BSOIL486-18" "Arachnida" "Araneae" "Linyphiidae" "dummy_Linyphiidae" "Tapinopa" 0.32 0.3 0.12 0.12 0.1
"1784" "BSOIL488-18" "Insecta" "Hemiptera" "Rhopalidae" "Rhopalinae" "Chorosoma" 0.73 0.4 0.08 0.08 0.08
"1785" "CHBAV001-15" "Insecta" "Diptera" "Chironomidae" "Chironominae" "Tanytarsus" 1 0.88 0.46 0.36 0.26
"1786" "CHBAV002-15" "Insecta" "Diptera" "Chironomidae" "Chironominae" "Tanytarsus" 1 0.88 0.46 0.36 0.26
"1787" "CHOLH012-12" "Insecta" "Coleoptera" "Leiodidae" "Cholevinae" "Catops" 1 1 1 1 1
"1788" "CHOLH107-12" "Insecta" "Coleoptera" "Leiodidae" "Cholevinae" "Choleva" 1 1 0.99 0.99 0.89
"1789" "CHRSV522-11" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Psectrocladius" 1 1 1 1 1
"1790" "CICRP046-15" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Allodiopsis" 1 0.55 0.11 0.11 0.11
"1791" "CICRP114-15" "Insecta" "Coleoptera" "Dermestidae" "Attageninae" "Attagenus" 1 1 1 1 1
"1792" "CICRP185-15" "Insecta" "Coleoptera" "Dermestidae" "Megatominae" "Trogoderma" 0.99 0.62 0.45 0.45 0.36
"1793" "CICRP215-15" "Insecta" "Lepidoptera" "Tineidae" "Tineinae" "Tineola" 1 1 1 1 1
"1794" "CNCDB2466-11" "Insecta" "Diptera" "Syrphidae" "Syrphinae" "Meliscaeva" 1 1 0.99 0.99 0.93
"1795" "CNCDB3282-11" "Insecta" "Diptera" "Syrphidae" "Syrphinae" "Platycheirus" 1 1 1 1 1
"1796" "CNCDB436-11" "Insecta" "Diptera" "Syrphidae" "Eristalinae" "Cheilosia" 1 1 1 1 1
"1797" "CNCDB594-11" "Insecta" "Diptera" "Syrphidae" "Eristalinae" "Criorhina" 1 1 1 1 1
"1798" "CNCDB598-11" "Insecta" "Diptera" "Syrphidae" "Eristalinae" "Brachypalpus" 1 1 0.74 0.67 0.36
"1799" "CNCDB609-11" "Insecta" "Diptera" "Syrphidae" "Syrphinae" "Xanthandrus" 1 0.91 0.26 0.06 0.04
"1800" "CNCNG3012-19" "Insecta" "Diptera" "Syrphidae" "Eristalinae" "Pelecocera" 1 1 1 1 1
"1801" "CNCSY005-12" "Insecta" "Diptera" "Syrphidae" "Syrphinae" "Platycheirus" 1 1 1 1 1
"1802" "CNW011-13" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Ancistrocerus" 1 1 1 1 1
"1803" "CNW019-13" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Ancistrocerus" 1 1 1 1 1
"1804" "CNW042-13" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Ancistrocerus" 1 1 1 1 1
"1805" "CNW102-13" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Symmorphus" 1 1 1 1 1
"1806" "CNW125-13" "Insecta" "Hymenoptera" "Vespidae" "Eumeninae" "Symmorphus" 1 1 1 1 1
"1807" "CNW153-13" "Insecta" "Hymenoptera" "Pompilidae" "Pompilinae" "Arachnospila" 0.84 0.56 0.34 0.33 0.2
"1808" "COEUA058-11" "Insecta" "Lepidoptera" "Coleophoridae" "Coleophorinae" "Coleophora" 1 0.88 0.31 0.31 0.31
"1809" "COTW093-20" "Insecta" "Diptera" "Chironomidae" "Chironominae" "Benthalia" 1 1 0.99 0.99 0.64
"1810" "COTW094-20" "Insecta" "Diptera" "Chironomidae" "Chironominae" "Benthalia" 1 1 0.99 0.99 0.64
"1811" "CSP004-09" "Insecta" "Coleoptera" "Curculionidae" "Dryophthorinae" "Sitophilus" 1 0.83 0.78 0.64 0.63
"1812" "CSP014-09" "Insecta" "Coleoptera" "Silvanidae" "Silvaninae" "Oryzaephilus" 1 1 1 1 1
"1813" "CSP015-09" "Insecta" "Coleoptera" "Tenebrionidae" "Tenebrioninae" "Tribolium" 1 1 1 1 1
"1814" "CSP023-09" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Encephalus" 1 0.69 0.33 0.2 0.19
"1815" "CSP024-09" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Encephalus" 1 0.69 0.33 0.2 0.19
"1816" "CSP025-09" "Insecta" "Coleoptera" "Dermestidae" "Dermestinae" "Dermestes" 1 1 1 1 1
"1817" "CSP026-09" "Insecta" "Coleoptera" "Dermestidae" "Dermestinae" "Dermestes" 1 1 1 1 1
"1818" "CSP027-09" "Insecta" "Diptera" "Chamaemyiidae" "Chamaemyiinae" "Parochthiphila" 1 0.28 0.11 0.11 0.11
"1819" "CSP028-09" "Insecta" "Diptera" "Chamaemyiidae" "Chamaemyiinae" "Parochthiphila" 1 0.28 0.11 0.11 0.11
"1820" "CSP030-09" "Insecta" "Coleoptera" "Tenebrionidae" "Alleculinae" "Isomira" 0.98 0.62 0.22 0.15 0.15
"1821" "CSP031-09" "Insecta" "Coleoptera" "Chrysomelidae" "Bruchinae" "Acanthoscelides" 1 1 1 1 1
"1822" "CSP032-09" "Insecta" "Coleoptera" "Chrysomelidae" "Bruchinae" "Acanthoscelides" 1 1 1 1 1
"1823" "CSP039-09" "Insecta" "Diptera" "Sarcophagidae" "Miltogramminae" "Pterella" 0.98 0.5 0.11 0.11 0.11
"1824" "CSP040-09" "Insecta" "Diptera" "Sarcophagidae" "Miltogramminae" "Pterella" 0.98 0.5 0.11 0.11 0.11
"1825" "CSP042-09" "Insecta" "Coleoptera" "Dermestidae" "Megatominae" "Trogoderma" 0.95 0.73 0.6 0.6 0.52
"1826" "CSP045-09" "Insecta" "Diptera" "Chironomidae" "Chironominae" "Paralauterborniella" 1 0.48 0.07 0.07 0.07
"1827" "CSP046-09" "Insecta" "Diptera" "Chironomidae" "Chironominae" "Paralauterborniella" 1 0.48 0.07 0.07 0.07
"1828" "CSP051-09" "Insecta" "Coleoptera" "Laemophloeidae" "dummy_Laemophloeidae" "Cryptolestes" 1 0.91 0.71 0.71 0.71
"1829" "CSP053-09" "Insecta" "Coleoptera" "Dermestidae" "Megatominae" "Trogoderma" 0.98 0.77 0.66 0.66 0.61
"1830" "CSP057-09" "Insecta" "Coleoptera" "Staphylinidae" "Phloeocharinae" "Phloeocharis" 0.99 0.66 0.26 0.14 0.14
"1831" "CSP058-09" "Insecta" "Coleoptera" "Staphylinidae" "Phloeocharinae" "Phloeocharis" 0.99 0.66 0.26 0.14 0.14
"1832" "CSP065-09" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Gnathusa" 0.99 0.39 0.24 0.2 0.2
"1833" "CSP067-09" "Insecta" "Coleoptera" "Dermestidae" "Attageninae" "Attagenus" 1 1 1 1 1
"1834" "CSP068-09" "Insecta" "Coleoptera" "Dermestidae" "Attageninae" "Attagenus" 1 1 1 1 1
"1835" "CSP088-09" "Insecta" "Coleoptera" "Curculionidae" "Dryophthorinae" "Sitophilus" 1 0.83 0.78 0.64 0.63
"1836" "DCBDJ092-21" "Arachnida" "Sarcoptiformes" "Trhypochthoniidae" "dummy_Trhypochthoniidae" "Trhypochthoniellus" 0.18 0.18 0.11 0.11 0.11
"1837" "DEEUR014-11" "Insecta" "Lepidoptera" "Depressariidae" "Depressariinae" "Agonopterix" 1 1 1 1 1
"1838" "DEEUR056-11" "Insecta" "Lepidoptera" "Depressariidae" "Depressariinae" "Depressaria" 1 1 1 1 1
"1839" "DEEUR1022-16" "Insecta" "Lepidoptera" "Adelidae" "Adelinae" "Nemophora" 1 1 1 1 1
"1840" "DEEUR1036-16" "Insecta" "Lepidoptera" "Pyralidae" "Phycitinae" "Cryptoblabes" 1 1 1 1 1
"1841" "DEEUR1149-17" "Insecta" "Lepidoptera" "Psychidae" "Naryciinae" "Dahlica" 1 1 1 1 1
"1842" "DEEUR1335-17" "Insecta" "Lepidoptera" "Pyralidae" "Phycitinae" "Psorosa" 1 0.43 0.12 0.11 0.09
"1843" "DEEUR1337-17" "Insecta" "Lepidoptera" "Gracillariidae" "Phyllocnistinae" "Phyllocnistis" 1 0.92 0.88 0.88 0.88
"1844" "DEEUR1393-17" "Insecta" "Lepidoptera" "Gracillariidae" "Phyllocnistinae" "Phyllocnistis" 1 0.94 0.9 0.9 0.9
"1845" "DEEUR170-11" "Insecta" "Lepidoptera" "Depressariidae" "Depressariinae" "Agonopterix" 1 0.99 0.87 0.87 0.86
"1846" "DEEUR186-11" "Insecta" "Lepidoptera" "Depressariidae" "Depressariinae" "Agonopterix" 1 1 1 1 1
"1847" "DEEUR2091-18" "Insecta" "Lepidoptera" "Crambidae" "Heliothelinae" "Heliothela" 1 0.46 0.15 0.12 0.12
"1848" "DEEUR370-12" "Insecta" "Lepidoptera" "Tortricidae" "Olethreutinae" "Bactra" 1 1 1 1 1
"1849" "DEEUR715-16" "Insecta" "Lepidoptera" "Gelechiidae" "Gelechiinae" "Neofriseria" 1 1 1 1 1
"1850" "DEISY2973-19" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.89 0.85 0.38 0.38
"1851" "DTIII3939-22" "Insecta" "Hymenoptera" "Braconidae" "Ichneutinae" "Ichneutes" 0.92 0.82 0.43 0.33 0.33
"1852" "EBPTY012-15" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 0.99 0.97 0.15 0.08 0.08
"1853" "EBPTY015-15" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Macrorrhyncha" 1 0.82 0.06 0.06 0.06
"1854" "EOTEL001-22" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Sciaridae_gen" 0.91 0.13 0.07 0.07 0.07
"1855" "EOTEL002-22" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Sciaridae_gen" 0.91 0.13 0.07 0.07 0.07
"1856" "EOTEL003-22" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Sciaridae_gen" 0.91 0.13 0.07 0.07 0.07
"1857" "EOTEL004-22" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Sciaridae_gen" 0.91 0.13 0.07 0.07 0.07
"1858" "EPNG8605-14" "Insecta" "Lepidoptera" "Pyralidae" "Phycitinae" "Etiella" 0.99 0.75 0.31 0.31 0.16
"1859" "EPNG9130-15" "Insecta" "Lepidoptera" "Stathmopodidae" "dummy_Stathmopodidae" "Stathmopoda" 1 1 1 1 1
"1860" "EPNG9131-15" "Insecta" "Lepidoptera" "Stathmopodidae" "dummy_Stathmopodidae" "Stathmopoda" 1 1 1 1 1
"1861" "EUBUG1000-12" "Insecta" "Hemiptera" "Pentatomidae" "Pentatominae" "Stagonomus" 1 0.62 0.33 0.23 0.23
"1862" "EUBUG1001-12" "Insecta" "Hemiptera" "Pentatomidae" "Pentatominae" "Stagonomus" 1 0.6 0.26 0.19 0.19
"1863" "EUBUG1002-12" "Insecta" "Hemiptera" "Pentatomidae" "Pentatominae" "Stagonomus" 1 0.62 0.33 0.23 0.23
"1864" "EUBUG1007-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Pinalitus" 1 1 1 1 1
"1865" "EUBUG1030-12" "Insecta" "Hemiptera" "Anthocoridae" "dummy_Anthocoridae" "Acompocoris" 1 0.64 0.13 0.13 0.13
"1866" "EUBUG1035-12" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 1 1 1 1 1
"1867" "EUBUG1036-12" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 1 1 1 1 1
"1868" "EUBUG1037-12" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 1 1 1 1 1
"1869" "EUBUG1059-12" "Insecta" "Hemiptera" "Rhopalidae" "Rhopalinae" "Chorosoma" 1 0.9 0.44 0.44 0.44
"1870" "EUBUG1090-12" "Insecta" "Hemiptera" "Rhyparochromidae" "Rhyparochrominae" "Tropistethus" 1 1 1 1 1
"1871" "EUBUG1120-12" "Insecta" "Hemiptera" "Miridae" "Phylinae" "Tytthus" 1 1 1 1 1
"1872" "EUBUG1123-12" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 0.95 0.66 0.31 0.31 0.14
"1873" "EUBUG113-11" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 0.95 0.66 0.31 0.31 0.14
"1874" "EUBUG1161-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Dichrooscytus" 1 1 1 1 1
"1875" "EUBUG1171-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Phytocoris" 1 1 1 1 1
"1876" "EUBUG1173-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Phytocoris" 1 0.95 0.9 0.83 0.67
"1877" "EUBUG1174-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Phytocoris" 1 0.95 0.9 0.83 0.67
"1878" "EUBUG1175-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Phytocoris" 1 0.95 0.9 0.83 0.67
"1879" "EUBUG1176-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Phytocoris" 1 0.95 0.9 0.83 0.67
"1880" "EUBUG1184-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Phytocoris" 1 0.98 0.86 0.69 0.37
"1881" "EUBUG1189-12" "Insecta" "Diptera" "Sarcophagidae" "Miltogramminae" "Pterella" 0.97 0.16 0.04 0.04 0.04
"1882" "EUBUG1190-12" "Insecta" "Diptera" "Sarcophagidae" "Miltogramminae" "Pterella" 0.97 0.16 0.04 0.04 0.04
"1883" "EUBUG1191-12" "Insecta" "Diptera" "Sarcophagidae" "Miltogramminae" "Pterella" 0.97 0.16 0.04 0.04 0.04
"1884" "EUBUG1192-12" "Insecta" "Diptera" "Sarcophagidae" "Miltogramminae" "Pterella" 0.97 0.16 0.04 0.04 0.04
"1885" "EUBUG1193-12" "Insecta" "Diptera" "Sarcophagidae" "Miltogramminae" "Pterella" 0.97 0.16 0.04 0.04 0.04
"1886" "EUBUG1194-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Dichrooscytus" 1 1 1 1 1
"1887" "EUBUG1196-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Dichrooscytus" 1 1 1 1 1
"1888" "EUBUG1201-12" "Insecta" "Hemiptera" "Anthocoridae" "dummy_Anthocoridae" "Anthocoris" 1 1 0.95 0.95 0.84
"1889" "EUBUG1215-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Phytocoris" 1 0.95 0.9 0.83 0.67
"1890" "EUBUG1216-12" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Phytocoris" 1 0.95 0.9 0.83 0.67
